customer_id,age,gender,age_group,purchase_amount_usd,customer_value_tier,previous_purchases,engagement_tier,value_engagement_segment,subscription_status,frequency_of_purchases,purchase_frequency_days,category,item_purchased,review_rating,discount_applied,shipping_type,payment_method,location,season
3179,66,Female,61-70 (Senior),34,Low Value,28,Medium Engagement,Low Value - Medium Engagement,No,Annually,365,Footwear,Sandals,2.7,No,Free Shipping,Credit Card,Washington,Spring
3180,57,Female,46-60 (Middle-Aged),88,High Value,12,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Clothing,Shorts,4.3,No,Free Shipping,Debit Card,Idaho,Spring
3181,18,Female,18-30 (Young Adult),88,High Value,46,High Engagement,High Value - High Engagement,No,Weekly,7,Accessories,Handbag,3.8,No,Standard,PayPal,Montana,Fall
3182,31,Female,31-45 (Adult),51,Medium Value,27,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Outerwear,Jacket,4.4,No,Free Shipping,PayPal,Montana,Summer
3183,50,Female,46-60 (Middle-Aged),97,High Value,4,Low Engagement,High Value - Low Engagement,No,Annually,365,Accessories,Sunglasses,3.6,No,Free Shipping,Credit Card,Georgia,Fall
3184,50,Female,46-60 (Middle-Aged),56,Medium Value,14,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Footwear,Sneakers,3.5,No,Standard,Cash,Mississippi,Winter
3185,61,Female,61-70 (Senior),53,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Sweater,4.2,No,2-Day Shipping,Venmo,Hawaii,Spring
3186,52,Female,46-60 (Middle-Aged),71,Medium Value,6,Low Engagement,Medium Value - Low Engagement,No,Annually,365,Clothing,Skirt,4.7,No,Express,PayPal,Ohio,Fall
3187,38,Female,31-45 (Adult),93,High Value,43,High Engagement,High Value - High Engagement,No,Annually,365,Accessories,Jewelry,4.8,No,Store Pickup,Venmo,Virginia,Winter
3188,67,Female,61-70 (Senior),72,Medium Value,28,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Blouse,3.2,No,Free Shipping,Debit Card,Texas,Winter
3189,42,Female,31-45 (Adult),59,Medium Value,39,High Engagement,Medium Value - High Engagement,No,Monthly,30,Clothing,Blouse,3.5,No,Standard,Bank Transfer,Vermont,Winter
3190,25,Female,18-30 (Young Adult),87,High Value,30,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Footwear,Boots,4.2,No,Store Pickup,PayPal,Kansas,Summer
3191,41,Female,31-45 (Adult),78,High Value,5,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Clothing,Jeans,3.4,No,Free Shipping,Credit Card,California,Fall
3192,62,Female,61-70 (Senior),68,Medium Value,42,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Clothing,Hoodie,4.7,No,Store Pickup,Credit Card,Mississippi,Winter
3193,19,Female,18-30 (Young Adult),76,High Value,20,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Sweater,3.0,No,Free Shipping,Cash,Iowa,Fall
3194,63,Female,61-70 (Senior),99,High Value,35,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Gloves,4.0,No,Express,Credit Card,Virginia,Winter
3195,43,Female,31-45 (Adult),52,Medium Value,10,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Footwear,Sneakers,4.6,No,Standard,Credit Card,Maryland,Summer
3196,68,Female,61-70 (Senior),58,Medium Value,36,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Accessories,Sunglasses,4.9,No,Next Day Air,Credit Card,Missouri,Spring
3197,24,Female,18-30 (Young Adult),59,Medium Value,21,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Belt,2.8,No,Express,Debit Card,Wisconsin,Winter
3198,27,Female,18-30 (Young Adult),71,Medium Value,29,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Sweater,3.2,No,Free Shipping,Credit Card,Maine,Spring
3199,61,Female,61-70 (Senior),94,High Value,39,High Engagement,High Value - High Engagement,No,Weekly,7,Accessories,Gloves,2.8,No,Free Shipping,Debit Card,Pennsylvania,Winter
3200,59,Female,46-60 (Middle-Aged),40,Medium Value,16,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Accessories,Handbag,4.2,No,Express,PayPal,Maine,Winter
3201,67,Female,61-70 (Senior),24,Low Value,32,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Clothing,Socks,4.8,No,Free Shipping,Credit Card,Missouri,Spring
3202,46,Female,46-60 (Middle-Aged),38,Low Value,34,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Clothing,Pants,2.8,No,2-Day Shipping,Cash,Vermont,Fall
3203,65,Female,61-70 (Senior),37,Low Value,38,High Engagement,Low Value - High Engagement,No,Annually,365,Accessories,Scarf,4.5,No,Standard,Venmo,Wisconsin,Fall
3204,63,Female,61-70 (Senior),29,Low Value,14,Low Engagement,Low Value - Low Engagement,No,Annually,365,Outerwear,Coat,4.1,No,Express,Venmo,New Jersey,Spring
3205,57,Female,46-60 (Middle-Aged),92,High Value,23,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Outerwear,Jacket,4.3,No,Free Shipping,Debit Card,New Mexico,Fall
3206,40,Female,31-45 (Adult),24,Low Value,50,High Engagement,Low Value - High Engagement,No,Quarterly,90,Clothing,Hoodie,4.4,No,2-Day Shipping,Bank Transfer,Colorado,Fall
3207,36,Female,31-45 (Adult),52,Medium Value,49,High Engagement,Medium Value - High Engagement,No,Monthly,30,Footwear,Boots,3.0,No,Free Shipping,PayPal,California,Winter
3208,67,Female,61-70 (Senior),29,Low Value,14,Low Engagement,Low Value - Low Engagement,No,Annually,365,Clothing,Socks,2.7,No,Next Day Air,PayPal,Arizona,Summer
3209,61,Female,61-70 (Senior),30,Low Value,42,High Engagement,Low Value - High Engagement,No,Weekly,7,Accessories,Jewelry,3.3,No,2-Day Shipping,PayPal,Indiana,Winter
3210,64,Female,61-70 (Senior),31,Low Value,39,High Engagement,Low Value - High Engagement,No,Annually,365,Footwear,Shoes,4.3,No,Standard,Debit Card,Arkansas,Fall
3211,30,Female,18-30 (Young Adult),67,Medium Value,43,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Clothing,Socks,2.9,No,Express,Venmo,Nevada,Summer
3212,53,Female,46-60 (Middle-Aged),65,Medium Value,12,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Clothing,Pants,4.9,No,Standard,Cash,Rhode Island,Winter
3213,27,Female,18-30 (Young Adult),22,Low Value,21,Medium Engagement,Low Value - Medium Engagement,No,Weekly,7,Footwear,Sneakers,3.6,No,2-Day Shipping,Debit Card,Wyoming,Winter
3214,27,Female,18-30 (Young Adult),56,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Accessories,Sunglasses,3.3,No,Standard,Credit Card,Texas,Winter
3215,53,Female,46-60 (Middle-Aged),78,High Value,6,Low Engagement,High Value - Low Engagement,No,Annually,365,Clothing,Skirt,3.1,No,Free Shipping,Debit Card,Washington,Spring
3216,34,Female,31-45 (Adult),90,High Value,10,Low Engagement,High Value - Low Engagement,No,Quarterly,90,Outerwear,Coat,2.7,No,Free Shipping,PayPal,Rhode Island,Summer
3217,39,Female,31-45 (Adult),85,High Value,18,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Clothing,Hoodie,3.4,No,Next Day Air,Cash,Illinois,Winter
3218,44,Female,31-45 (Adult),58,Medium Value,46,High Engagement,Medium Value - High Engagement,No,Weekly,7,Accessories,Sunglasses,3.4,No,Express,Venmo,Oregon,Fall
3219,37,Female,31-45 (Adult),34,Low Value,49,High Engagement,Low Value - High Engagement,No,Monthly,30,Clothing,Skirt,3.9,No,Express,PayPal,Florida,Fall
3220,57,Female,46-60 (Middle-Aged),40,Medium Value,39,High Engagement,Medium Value - High Engagement,No,Weekly,7,Outerwear,Coat,3.5,No,2-Day Shipping,Credit Card,Kansas,Summer
3221,38,Female,31-45 (Adult),29,Low Value,16,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Accessories,Handbag,4.1,No,Free Shipping,Cash,North Dakota,Fall
3222,21,Female,18-30 (Young Adult),76,High Value,28,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,T-shirt,3.2,No,Standard,Cash,New Hampshire,Winter
3223,45,Female,31-45 (Adult),84,High Value,22,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Accessories,Sunglasses,4.6,No,Store Pickup,PayPal,Texas,Fall
3224,68,Female,61-70 (Senior),65,Medium Value,36,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Clothing,Shirt,3.9,No,Standard,Venmo,Montana,Spring
3225,37,Female,31-45 (Adult),80,High Value,18,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Clothing,Hoodie,2.7,No,Free Shipping,PayPal,Delaware,Winter
3226,53,Female,46-60 (Middle-Aged),98,High Value,31,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Clothing,Blouse,3.0,No,Store Pickup,Credit Card,New Hampshire,Fall
3227,57,Female,46-60 (Middle-Aged),71,Medium Value,38,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Footwear,Sneakers,3.3,No,Next Day Air,Bank Transfer,Minnesota,Spring
3228,28,Female,18-30 (Young Adult),69,Medium Value,42,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Accessories,Scarf,2.7,No,Free Shipping,Debit Card,Alaska,Fall
3229,37,Female,31-45 (Adult),95,High Value,27,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Accessories,Jewelry,4.6,No,2-Day Shipping,PayPal,Connecticut,Spring
3230,54,Female,46-60 (Middle-Aged),67,Medium Value,24,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Clothing,Pants,2.7,No,Express,Cash,Connecticut,Fall
3231,49,Female,46-60 (Middle-Aged),49,Medium Value,38,High Engagement,Medium Value - High Engagement,No,Annually,365,Footwear,Sneakers,2.5,No,Next Day Air,Debit Card,Kansas,Summer
3232,62,Female,61-70 (Senior),97,High Value,9,Low Engagement,High Value - Low Engagement,No,Annually,365,Footwear,Shoes,4.4,No,Free Shipping,Credit Card,Nevada,Winter
3233,45,Female,31-45 (Adult),34,Low Value,19,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Clothing,T-shirt,4.0,No,Next Day Air,Bank Transfer,Massachusetts,Spring
3234,45,Female,31-45 (Adult),74,Medium Value,11,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Belt,3.8,No,Express,Debit Card,Indiana,Fall
3235,49,Female,46-60 (Middle-Aged),96,High Value,16,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Accessories,Jewelry,2.5,No,2-Day Shipping,Debit Card,Washington,Winter
3236,27,Female,18-30 (Young Adult),68,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Accessories,Belt,4.0,No,Free Shipping,Venmo,Kansas,Summer
3237,63,Female,61-70 (Senior),84,High Value,8,Low Engagement,High Value - Low Engagement,No,Monthly,30,Accessories,Belt,4.1,No,Next Day Air,Cash,South Carolina,Fall
3238,61,Female,61-70 (Senior),57,Medium Value,4,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Clothing,T-shirt,2.8,No,Express,Cash,Vermont,Summer
3239,25,Female,18-30 (Young Adult),84,High Value,37,High Engagement,High Value - High Engagement,No,Quarterly,90,Footwear,Sneakers,3.4,No,2-Day Shipping,Cash,Wyoming,Fall
3240,33,Female,31-45 (Adult),32,Low Value,30,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Accessories,Sunglasses,2.7,No,2-Day Shipping,Cash,Colorado,Fall
3241,56,Female,46-60 (Middle-Aged),37,Low Value,37,High Engagement,Low Value - High Engagement,No,Monthly,30,Footwear,Sandals,3.8,No,2-Day Shipping,Bank Transfer,West Virginia,Fall
3242,50,Female,46-60 (Middle-Aged),58,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Handbag,4.4,No,Store Pickup,PayPal,Connecticut,Summer
3243,45,Female,31-45 (Adult),74,Medium Value,17,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Socks,2.8,No,Express,Venmo,Oregon,Fall
3244,45,Female,31-45 (Adult),99,High Value,11,Low Engagement,High Value - Low Engagement,No,Quarterly,90,Clothing,Hoodie,5.0,No,Store Pickup,Bank Transfer,Idaho,Summer
3245,65,Female,61-70 (Senior),81,High Value,42,High Engagement,High Value - High Engagement,No,Annually,365,Clothing,Sweater,4.7,No,Express,Credit Card,Arkansas,Fall
3246,63,Female,61-70 (Senior),76,High Value,20,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Clothing,Pants,3.2,No,Next Day Air,Cash,Kansas,Fall
3247,70,Female,61-70 (Senior),98,High Value,37,High Engagement,High Value - High Engagement,No,Monthly,30,Footwear,Sneakers,2.9,No,Store Pickup,Cash,Michigan,Summer
3248,53,Female,46-60 (Middle-Aged),91,High Value,12,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Accessories,Gloves,3.7,No,Express,PayPal,Arkansas,Summer
3249,22,Female,18-30 (Young Adult),79,High Value,41,High Engagement,High Value - High Engagement,No,Quarterly,90,Clothing,T-shirt,4.2,No,Free Shipping,Bank Transfer,Pennsylvania,Summer
3250,26,Female,18-30 (Young Adult),83,High Value,32,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Accessories,Backpack,3.4,No,Express,Credit Card,Virginia,Summer
3251,23,Female,18-30 (Young Adult),90,High Value,15,Low Engagement,High Value - Low Engagement,No,Weekly,7,Outerwear,Coat,2.9,No,2-Day Shipping,Venmo,Minnesota,Spring
3252,25,Female,18-30 (Young Adult),20,Low Value,39,High Engagement,Low Value - High Engagement,No,Quarterly,90,Outerwear,Coat,3.7,No,Standard,Venmo,Nevada,Winter
3253,69,Female,61-70 (Senior),21,Low Value,48,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Footwear,Sandals,2.7,No,Store Pickup,Credit Card,Montana,Spring
3254,36,Female,31-45 (Adult),60,Medium Value,8,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Backpack,3.2,No,2-Day Shipping,Venmo,Nebraska,Fall
3255,21,Female,18-30 (Young Adult),31,Low Value,11,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Clothing,Sweater,4.9,No,Store Pickup,Bank Transfer,Indiana,Winter
3256,57,Female,46-60 (Middle-Aged),40,Medium Value,36,High Engagement,Medium Value - High Engagement,No,Monthly,30,Clothing,Shorts,2.8,No,Next Day Air,Bank Transfer,New Jersey,Fall
3257,60,Female,46-60 (Middle-Aged),26,Low Value,50,High Engagement,Low Value - High Engagement,No,Quarterly,90,Accessories,Sunglasses,4.7,No,Free Shipping,Venmo,Wisconsin,Winter
3258,44,Female,31-45 (Adult),98,High Value,39,High Engagement,High Value - High Engagement,No,Quarterly,90,Clothing,Shirt,3.3,No,Express,Venmo,Minnesota,Fall
3259,31,Female,31-45 (Adult),51,Medium Value,11,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Footwear,Shoes,4.3,No,Express,Credit Card,New Jersey,Spring
3260,57,Female,46-60 (Middle-Aged),95,High Value,5,Low Engagement,High Value - Low Engagement,No,Quarterly,90,Accessories,Hat,3.7,No,2-Day Shipping,Debit Card,Oklahoma,Fall
3261,39,Female,31-45 (Adult),36,Low Value,7,Low Engagement,Low Value - Low Engagement,No,Annually,365,Accessories,Scarf,4.5,No,2-Day Shipping,Credit Card,Wisconsin,Summer
3262,48,Female,46-60 (Middle-Aged),52,Medium Value,50,High Engagement,Medium Value - High Engagement,No,Weekly,7,Accessories,Belt,3.4,No,Store Pickup,Debit Card,Rhode Island,Winter
3263,42,Female,31-45 (Adult),35,Low Value,21,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,T-shirt,2.7,No,Standard,Cash,Indiana,Spring
3264,56,Female,46-60 (Middle-Aged),68,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Shorts,4.4,No,Express,Debit Card,Vermont,Fall
3265,28,Female,18-30 (Young Adult),50,Medium Value,39,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Clothing,Pants,4.0,No,Express,Cash,Maine,Winter
3266,40,Female,31-45 (Adult),100,High Value,28,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,3.2,No,Express,Credit Card,Alabama,Winter
3267,49,Female,46-60 (Middle-Aged),74,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Outerwear,Coat,4.2,No,Next Day Air,Bank Transfer,Alabama,Winter
3268,37,Female,31-45 (Adult),45,Medium Value,42,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Clothing,Hoodie,3.0,No,Store Pickup,Credit Card,Idaho,Winter
3269,22,Female,18-30 (Young Adult),97,High Value,5,Low Engagement,High Value - Low Engagement,No,Quarterly,90,Clothing,Dress,2.8,No,Free Shipping,Bank Transfer,Arkansas,Fall
3270,27,Female,18-30 (Young Adult),60,Medium Value,25,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Clothing,Blouse,4.9,No,Express,Cash,Ohio,Winter
3271,59,Female,46-60 (Middle-Aged),25,Low Value,48,High Engagement,Low Value - High Engagement,No,Annually,365,Clothing,Socks,4.7,No,Express,PayPal,Illinois,Winter
3272,35,Female,31-45 (Adult),55,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Socks,4.4,No,Standard,Credit Card,Nevada,Spring
3273,58,Female,46-60 (Middle-Aged),99,High Value,34,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Footwear,Shoes,3.1,No,Next Day Air,PayPal,Texas,Winter
3274,58,Female,46-60 (Middle-Aged),45,Medium Value,34,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Belt,2.6,No,Free Shipping,PayPal,Nevada,Summer
3275,46,Female,46-60 (Middle-Aged),20,Low Value,14,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Clothing,Sweater,3.9,No,Store Pickup,Cash,Oklahoma,Spring
3276,43,Female,31-45 (Adult),88,High Value,2,Low Engagement,High Value - Low Engagement,No,Weekly,7,Clothing,Pants,2.6,No,2-Day Shipping,Debit Card,Alabama,Summer
3277,39,Female,31-45 (Adult),99,High Value,41,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Scarf,4.0,No,Store Pickup,PayPal,South Dakota,Summer
3278,59,Female,46-60 (Middle-Aged),86,High Value,3,Low Engagement,High Value - Low Engagement,No,Monthly,30,Clothing,Skirt,4.9,No,Store Pickup,Credit Card,Texas,Spring
3279,59,Female,46-60 (Middle-Aged),70,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Dress,3.3,No,2-Day Shipping,Bank Transfer,Montana,Summer
3280,59,Female,46-60 (Middle-Aged),50,Medium Value,1,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Hat,3.0,No,Express,Debit Card,Wyoming,Fall
3281,45,Female,31-45 (Adult),57,Medium Value,5,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Accessories,Handbag,2.7,No,Next Day Air,PayPal,New York,Winter
3282,27,Female,18-30 (Young Adult),69,Medium Value,41,High Engagement,Medium Value - High Engagement,No,Annually,365,Clothing,Pants,3.1,No,Free Shipping,Bank Transfer,Oregon,Winter
3283,24,Female,18-30 (Young Adult),94,High Value,5,Low Engagement,High Value - Low Engagement,No,Monthly,30,Clothing,T-shirt,4.8,No,Next Day Air,Credit Card,California,Fall
3284,47,Female,46-60 (Middle-Aged),24,Low Value,10,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Outerwear,Jacket,2.9,No,Express,Debit Card,North Carolina,Spring
3285,70,Female,61-70 (Senior),79,High Value,20,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Accessories,Scarf,4.5,No,2-Day Shipping,Venmo,Kentucky,Spring
3286,58,Female,46-60 (Middle-Aged),31,Low Value,11,Low Engagement,Low Value - Low Engagement,No,Weekly,7,Accessories,Hat,4.6,No,Free Shipping,Cash,Hawaii,Fall
3287,45,Female,31-45 (Adult),67,Medium Value,4,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Outerwear,Jacket,5.0,No,Express,Venmo,Illinois,Winter
3288,24,Female,18-30 (Young Adult),63,Medium Value,38,High Engagement,Medium Value - High Engagement,No,Weekly,7,Clothing,Skirt,4.3,No,2-Day Shipping,Credit Card,West Virginia,Spring
3289,67,Female,61-70 (Senior),61,Medium Value,19,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Handbag,4.9,No,Next Day Air,Credit Card,South Carolina,Spring
3290,31,Female,31-45 (Adult),50,Medium Value,16,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Backpack,4.0,No,2-Day Shipping,Venmo,Montana,Summer
3291,52,Female,46-60 (Middle-Aged),82,High Value,2,Low Engagement,High Value - Low Engagement,No,Monthly,30,Outerwear,Coat,3.1,No,Free Shipping,PayPal,North Dakota,Spring
3292,29,Female,18-30 (Young Adult),51,Medium Value,11,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Accessories,Belt,2.6,No,2-Day Shipping,Cash,New Mexico,Fall
3293,62,Female,61-70 (Senior),23,Low Value,18,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Handbag,4.9,No,Standard,Bank Transfer,Missouri,Spring
3294,19,Female,18-30 (Young Adult),91,High Value,47,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Outerwear,Coat,3.5,No,2-Day Shipping,Credit Card,West Virginia,Spring
